PROVINCIA;CANTON;PARROQUIA;INCENDIOS;OSOS;ALIMENTACION;Latitud;Longitud;Latitud-2;Longitud-2;TIPO VEGETACION;BIOCLIMA;TIPO_ECOSI;FRAGILIDAD;AREA PROTEGIDA;DEFICIT HIDRICO;YEAR;MONTH;DAY
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;8;22
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;8;22
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;8;22
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;8;22
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;8;22
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;8;22
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;8;22
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;8;22
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;8;22
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;8;22
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;8;22
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;8;22
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;8;22
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;8;22
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;8;26
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;8;26
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;8;26
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;8;26
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;8;26
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;8;30
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;8;30
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;8;30
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;8;30
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;8;30
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;8;30
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;8;30
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;8;30
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;8;30
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;8;30
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;9;14
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;9;14
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;9;14
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;9;14
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;9;14
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;9;20
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;9;20
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;9;20
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;9;20
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;9;20
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;9;22
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;9;22
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;9;22
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;9;22
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2018;9;22
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45877;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2017;9;21
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45877;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2017;9;21
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45877;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2017;9;21
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45877;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2017;9;21
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45877;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2017;9;21
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45877;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;1900;1;1
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45877;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;1900;1;1
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45877;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;1900;1;1
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45877;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;1900;1;1
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45877;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;1900;1;1
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;1900;1;1
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;1900;1;1
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;1900;1;1
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;1900;1;1
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;1900;1;1
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;1900;1;1
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;1900;1;1
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;1900;1;1
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;1900;1;1
TUNGURAHUA;BAÑOS DE AGUA SANTA;RIO NEGRO;NO;SI;Aechmea;-1.463682;-78.1995;-1.45876;-78.21379;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;1900;1;1
PICHINCHA;QUITO;NONO;NO;SI;Pitcairnia;0.033284;-78.662885;0.033799;-78.662903;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;000 - 000;2022;10;23
PICHINCHA;QUITO;PINTAG;NO;SI;Puya;-0.424426;-78.356891;-0.385727;-78.376449;OTRAS TIERRAS;PLUVIAL;; ;NO DEFINIDA;000 - 000;2023;6;19
PICHINCHA;QUITO;NANEGALITO;NO;SI;Tillandsia;0.073887;-78.66825;0.077421;-78.669452;TIERRA AGROPECUARIA;PLUVIAL;; ;NO DEFINIDA;000 - 000;2008;3;1
IMBABURA;OTAVALO;SELVA ALEGRE (CAB. EN SAN MIGUEL DE PAMPLONA);NO;SI;Guzmania;0.278938;-78.480279;0.301315;-78.471564;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;2015;7;7
PICHINCHA;QUITO;SAN ANTONIO;NO;SI;Racinaea;0.011;-78.477524;0.014234;-78.47579;ZONA ANTROPICA;PLUVIESTACIONAL;; ;NO DEFINIDA;320 - 330;2020;9;15
PICHINCHA;QUITO;PIFO;NO;SI;Puya;-0.311922;-78.225989;-0.311136;-78.224873;VEGETACION ARBUSTIVA Y HERBACEA;PLUVIAL;; ;NO DEFINIDA;000 - 000;2022;3;12
PICHINCHA;QUITO;PIFO;NO;SI;Puya;-0.311922;-78.225989;-0.320285;-78.223071;VEGETACION ARBUSTIVA Y HERBACEA;PLUVIAL;; ;NO DEFINIDA;000 - 000;2019;2;23
PICHINCHA;QUITO;PINTAG;NO;SI;Puya;-0.443568;-78.342725;-0.458394;-78.352635;VEGETACION ARBUSTIVA Y HERBACEA;PLUVIAL;ECOSISTEMA TERRESTRE;MUY ALTA;NO DEFINIDA;000 - 000;2020;11;24
IMBABURA;PIMAMPIRO;PIMAMPIRO;NO;SI;Tillandsia;0.34651;-77.88831;0.294624;-77.885385;BOSQUE;PLUVIAL;ECOSISTEMA TERRESTRE;BAJA;NO DEFINIDA;000 - 000;2020;3;13
IMBABURA;COTACACHI;PLAZA GUTIERREZ (CALVARIO);NO;SI;Guzmania;0.376078;-78.425064;0.384531;-78.45307;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;2017;3;22
IMBABURA;COTACACHI;PLAZA GUTIERREZ (CALVARIO);NO;SI;Guzmania;0.376078;-78.425064;0.38559;-78.45309;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;2015;8;14
IMBABURA;COTACACHI;PLAZA GUTIERREZ (CALVARIO);NO;SI;Guzmania;0.376078;-78.425064;0.38559;-78.45309;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;2015;8;14
IMBABURA;COTACACHI;PLAZA GUTIERREZ (CALVARIO);NO;SI;Guzmania;0.376078;-78.425064;0.38559;-78.45309;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;2015;8;14
IMBABURA;COTACACHI;PLAZA GUTIERREZ (CALVARIO);NO;SI;Guzmania;0.376078;-78.425064;0.38559;-78.45309;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;2015;8;14
IMBABURA;COTACACHI;PLAZA GUTIERREZ (CALVARIO);NO;SI;Guzmania;0.376078;-78.425064;0.38559;-78.45309;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;2015;8;14
IMBABURA;COTACACHI;PLAZA GUTIERREZ (CALVARIO);NO;SI;Guzmania;0.376078;-78.425064;0.38559;-78.45309;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;2015;8;20
IMBABURA;COTACACHI;PLAZA GUTIERREZ (CALVARIO);NO;SI;Guzmania;0.376078;-78.425064;0.38559;-78.45309;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;2015;8;20
IMBABURA;COTACACHI;PLAZA GUTIERREZ (CALVARIO);NO;SI;Guzmania;0.376078;-78.425064;0.38559;-78.45309;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;2015;8;20
IMBABURA;COTACACHI;PLAZA GUTIERREZ (CALVARIO);NO;SI;Guzmania;0.376078;-78.425064;0.38559;-78.45309;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;2015;8;20
IMBABURA;COTACACHI;PLAZA GUTIERREZ (CALVARIO);NO;SI;Guzmania;0.376078;-78.425064;0.38559;-78.45309;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;2015;8;20
IMBABURA;COTACACHI;PLAZA GUTIERREZ (CALVARIO);NO;SI;Guzmania;0.376078;-78.425064;0.38559;-78.45309;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;2015;8;27
IMBABURA;COTACACHI;PLAZA GUTIERREZ (CALVARIO);NO;SI;Guzmania;0.376078;-78.425064;0.38559;-78.45309;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;2015;8;27
IMBABURA;COTACACHI;PLAZA GUTIERREZ (CALVARIO);NO;SI;Guzmania;0.376078;-78.425064;0.38559;-78.45309;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;2015;8;27
IMBABURA;COTACACHI;PLAZA GUTIERREZ (CALVARIO);NO;SI;Guzmania;0.376078;-78.425064;0.38559;-78.45309;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;2015;8;27
IMBABURA;COTACACHI;PLAZA GUTIERREZ (CALVARIO);NO;SI;Guzmania;0.376078;-78.425064;0.38559;-78.45309;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;2015;8;27
IMBABURA;COTACACHI;PLAZA GUTIERREZ (CALVARIO);NO;SI;Guzmania;0.376078;-78.425064;0.38813;-78.44697;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;2015;8;14
IMBABURA;COTACACHI;PLAZA GUTIERREZ (CALVARIO);NO;SI;Guzmania;0.376078;-78.425064;0.38813;-78.44697;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;2015;8;14
IMBABURA;COTACACHI;PLAZA GUTIERREZ (CALVARIO);NO;SI;Guzmania;0.376078;-78.425064;0.38813;-78.44697;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;2015;8;14
IMBABURA;COTACACHI;PLAZA GUTIERREZ (CALVARIO);NO;SI;Guzmania;0.376078;-78.425064;0.38813;-78.44697;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;2015;8;14
IMBABURA;COTACACHI;PLAZA GUTIERREZ (CALVARIO);NO;SI;Guzmania;0.376078;-78.425064;0.38813;-78.44697;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;2015;8;14
IMBABURA;COTACACHI;PLAZA GUTIERREZ (CALVARIO);NO;SI;Guzmania;0.376078;-78.425064;0.38813;-78.44697;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;2015;8;15
IMBABURA;COTACACHI;PLAZA GUTIERREZ (CALVARIO);NO;SI;Guzmania;0.376078;-78.425064;0.38813;-78.44697;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;2015;8;15
IMBABURA;COTACACHI;PLAZA GUTIERREZ (CALVARIO);NO;SI;Guzmania;0.376078;-78.425064;0.38813;-78.44697;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;2015;8;15
IMBABURA;COTACACHI;PLAZA GUTIERREZ (CALVARIO);NO;SI;Guzmania;0.376078;-78.425064;0.38813;-78.44697;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;2015;8;15
IMBABURA;COTACACHI;PLAZA GUTIERREZ (CALVARIO);NO;SI;Guzmania;0.376078;-78.425064;0.38813;-78.44697;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;2015;8;15
IMBABURA;COTACACHI;PLAZA GUTIERREZ (CALVARIO);NO;SI;Guzmania;0.376078;-78.425064;0.38813;-78.44697;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;2015;8;27
IMBABURA;COTACACHI;PLAZA GUTIERREZ (CALVARIO);NO;SI;Guzmania;0.376078;-78.425064;0.38813;-78.44697;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;2015;8;27
IMBABURA;COTACACHI;PLAZA GUTIERREZ (CALVARIO);NO;SI;Guzmania;0.376078;-78.425064;0.38813;-78.44697;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;2015;8;27
IMBABURA;COTACACHI;PLAZA GUTIERREZ (CALVARIO);NO;SI;Guzmania;0.376078;-78.425064;0.38813;-78.44697;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;2015;8;27
IMBABURA;COTACACHI;PLAZA GUTIERREZ (CALVARIO);NO;SI;Guzmania;0.376078;-78.425064;0.38813;-78.44697;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;2015;8;27
IMBABURA;COTACACHI;PLAZA GUTIERREZ (CALVARIO);NO;SI;Guzmania;0.376078;-78.425064;0.413847;-78.428104;BOSQUE;PLUVIESTACIONAL;ECOSISTEMA TERRESTRE;ALTA;NO DEFINIDA;000 - 000;2012;4;2
